Company,Company Path,Industry,Country,employees,marketcap,revenue,earnings,operating-margin,total-assets,total-liabilities,total-debt,net-assets,pe-ratio,ps-ratio
Dunelm Group,https://companiesmarketcap.com/dunelm,Retail,UK,11497,2700000000.0,2060000000.0,240000000.0,,910000000.0,690000000.0,370000000.0,220000000.0,10.2,1.45
Pets at Home,https://companiesmarketcap.com/pets-at-home,Retail,UK,11377,1620000000.0,1730000000.0,150000000.0,,2089999999.9999998,890000000.0,540000000.0,1190000000.0,14.3,1.26
DMart,https://companiesmarketcap.com/dmart,Retail,India,11312,37120000000.0,5870000000.0,400000000.0,0.0689,2350000000.0,250000000.0,75910000.0,2089999999.9999998,131.0,6.32
CDW Corporation,https://companiesmarketcap.com/cdw-corporation,Retail,USA,11300,32630000000.000004,21370000000.0,1670000000.0,0.0626,13280000000.0,11240000000.0,5800000000.0,2040000000.0,30.5,1.56
GameStop,https://companiesmarketcap.com/gamestop,Retail,USA,11000,3290000000.0,5270000000.0,-29700000.0,-0.0369,2700000000.0,1370000000.0,600000000.0,1330000000.0,-376.0,0.6549
PriceSmart,https://companiesmarketcap.com/pricesmart,Retail,USA,11000,2430000000.0,4520000000.0,180000000.0,0.0384,2020000000.0,940000000.0,270000000.0,1080000000.0,21.2,0.5402
Sonic Automotive,https://companiesmarketcap.com/sonic-automotive,Retail,USA,10300,1700000000.0,14370000000.0,410000000.0,0.0369,5360000000.0,4470000000.0,3860000000.0,890000000.0,-39.6,0.1194
Aaron's,https://companiesmarketcap.com/aarons,Retail,USA,10060,210000000.0,2130000000.0,14450000.0,-0.0088,1820000000.0,1140000000.0,690000000.0,680000000.0,23.0,0.1022
Aldrees Petroleum and Transport Services,https://companiesmarketcap.com/aldrees-petroleum-and-transport-services,Retail,Saudi Arabia,9199,3380000000.0,3950000000.0,110000000.0,,2000000000.0,1670000000.0,1110000000.0,320000000.0,47.0,0.8542
Reece Group,https://companiesmarketcap.com/reece,Retail,Australia,9000,11530000000.0,5850000000.0,370000000.0,0.0666,4580000000.0,2180000000.0,1290000000.0,2390000000.0,34.2,1.35
Bath & Body Works,https://companiesmarketcap.com/bath-body-works,Retail,USA,8800,10160000000.0,7420000000.0,1020000000.0,0.1284,5240000000.0,7360000000.0,5700000000.0,-2130000000.0,15.0,1.4
L'Occitane International,https://companiesmarketcap.com/l-occitane-international,Retail,Luxembourg,8701,5490000000.0,2320000000.0,190000000.0,0.1661,3100000000.0,2089999999.9999998,830000000.0,1000000000.0,16.2,1.59
Cenomi Retail (Fawaz Abdulaziz Al Hokair & Company),https://companiesmarketcap.com/cenomi-retail,Retail,Saudi Arabia,8416,370000000.0,1490000000.0,88130000.0,,1830000000.0,1770000000.0,1400000000.0,58950000.0,,
Aritzia,https://companiesmarketcap.com/aritzia,Retail,Canada,8300,2730000000.0,1680000000.0,96890000.0,0.10529999999999999,1430000000.0,860000000.0,580000000.0,560000000.0,31.1,1.64
THG (The Hut Group),https://companiesmarketcap.com/the-hut-group,Retail,UK,8239,1010000000.0,2710000000.0,-600000000.0,,3550000000.0,2089999999.9999998,1250000000.0,1460000000.0,-16.1,0.2687
American Eagle Outfitters,https://companiesmarketcap.com/american-eagle-outfitters,Retail,USA,8000,4650000000.0,5260000000.0,340000000.0,0.035699999999999996,3550000000.0,1820000000.0,1180000000.0,1730000000.0,22.1,0.8843
Metcash,https://companiesmarketcap.com/metcash,Retail,Australia,8000,2740000000.0,10440000000.0,240000000.0,0.0236,3550000000.0,2830000000.0,980000000.0,710000000.0,19.2,0.2511
Rush Enterprises,https://companiesmarketcap.com/rush-enterprises,Retail,USA,7934,3930000000.0,7920000000.0,510000000.0,0.0717,4360000000.0,2470000000.0,1800000000.0,1890000000.0,11.4,0.5009
Arezzo Indústria e Comércio,https://companiesmarketcap.com/arezzo-industria-e-comercio,Retail,Brazil,7776,1140000000.0,970000000.0,75840000.0,0.09050000000000001,1230000000.0,620000000.0,320000000.0,600000000.0,16.4,1.2
Cato Fashion,https://companiesmarketcap.com/cato-corporation,Retail,USA,7600,100000000.0,700000000.0,-13810000.0,0.0023,480000000.0,270000000.0,120000000.0,210000000.0,-76.8,0.1516
EZCorp,https://companiesmarketcap.com/ezcorp,Retail,USA,7500,620000000.0,1080000000.0,64800000.0,0.0446,1480000000.0,700000000.0,600000000.0,770000000.0,17.6,0.5725
The North West Company,https://companiesmarketcap.com/the-north-west-company,Retail,Canada,7311,1340000000.0,1820000000.0,140000000.0,0.077,1030000000.0,530000000.0,320000000.0,500000000.0,15.0,0.7367
Abercrombie & Fitch,https://companiesmarketcap.com/abercrombie-fitch,Retail,USA,7200,5700000000.0,4280000000.0000005,480000000.0,0.0308,2890000000.0,2020000000.0,1100000000.0,870000000.0,52.9,1.39
Maisons du Monde,https://companiesmarketcap.com/maisons-du-monde,Retail,France,6830,200000000.0,1360000000.0,56350000.0,,1930000000.0,1300000000.0,860000000.0,630000000.0,14.7,
Vipshop,https://companiesmarketcap.com/vipshop,Retail,China,6815,9270000000.0,15630000000.0,1320000000.0,0.084,8680000000.0,3780000000.0,220000000.0,4900000000.0,8.95,0.5931
Raymond,https://companiesmarketcap.com/raymond,Retail,India,6682,1520000000.0,1020000000.0,200000000.0,0.0876,1260000000.0,750000000.0,410000000.0,500000000.0,8.38,1.51
The Foschini Group,https://companiesmarketcap.com/the-foschini-group,Retail,South Africa,6508,1630000000.0,2910000000.0,220000000.0,,2790000000.0,1580000000.0,1160000000.0,1200000000.0,12.5,0.5964
Harvey Norman,https://companiesmarketcap.com/harvey-norman,Retail,Australia,6500,3870000000.0,2630000000.0,510000000.0,0.2752,5070000000.0,2120000000.0,1440000000.0,2950000000.0,5.47,1.09
Five Below,https://companiesmarketcap.com/five-below,Retail,USA,6500,8690000000.0,3550000000.0,380000000.0,0.1091,3870000000.0,2280000000.0,1730000000.0,1580000000.0,33.3,2.53
Giordano,https://companiesmarketcap.com/giordano,Retail,Hong Kong,6200,420000000.0,430000000.0,35260000.0,0.0814,490000000.0,170000000.0,78320000.0,310000000.0,12.3,0.696
ABC-Mart,https://companiesmarketcap.com/abc-mart,Retail,Japan,6120,5000000000.0,2340000000.0,390000000.0,0.1602,2610000000.0,360000000.0,33060000.000000004,2250000000.0,8.22,2.07
Murphy USA,https://companiesmarketcap.com/murphy-usa,Retail,USA,6000,8580000000.0,21520000000.0,730000000.0,0.034,4340000000.0,3510000000.0,2270000000.0,820000000.0,17.0,0.397
Jumbo S.A.,https://companiesmarketcap.com/jumbo-greece,Retail,Greece,5785,3760000000.0,670000000.0,160000000.0,0.3251,1760000000.0,270000000.0,83810000.0,1490000000.0,30.0,5.74
Genesco,https://companiesmarketcap.com/genesco,Retail,USA,5700,290000000.0,2320000000.0,-14000000.0,0.06309999999999999,1490000000.0,950000000.0,650000000.0,530000000.0,47.2,0.1304
Tokmanni,https://companiesmarketcap.com/tokmanni,Retail,Finland,5616,960000000.0,1350000000.0,90960000.0,0.0697,940000000.0,680000000.0,490000000.0,260000000.0,16.6,0.7116
Global Fashion Group,https://companiesmarketcap.com/global-fashion-group,Retail,Luxembourg,5574,55530000.0,1500000000.0,-140000000.0,-0.0861,950000000.0,620000000.0,260000000.0,320000000.0,-0.2224,0.036
Boohoo Group,https://companiesmarketcap.com/boohoo-group,Retail,UK,5567,550000000.0,2130000000.0,-110000000.0,,1500000000.0,1010000000.0,570000000.0,480000000.0,-8.49,0.3478
Restoration Hardware,https://companiesmarketcap.com/restoration-hardware,Retail,USA,5460,4670000000.0,3020000000.0,160000000.0,0.1366,4240000000.0,4570000000.0,3790000000.0,-340000000.0,18.7,1.61
COSMOS Pharmaceutical,https://companiesmarketcap.com/cosmos-pharmaceutical,Retail,Japan,5290,3620000000.0,6310000000.0,230000000.0,0.040999999999999995,2960000000.0,1460000000.0,77450000.0,1500000000.0,22.1,0.5681
JOANN,https://companiesmarketcap.com/joann,Retail,USA,5000,4059999.9999999995,2160000000.0,-200000000.0,-0.09359999999999999,2250000000.0,2440000000.0,2020000000.0,-190000000.0,-0.0169,0.0019
Spencer's Retail,https://companiesmarketcap.com/spencers-retail,Retail,India,4505,100000000.0,300000000.0,-13990000.0,-0.0353,190000000.0,230000000.0,170000000.0,-34420000.0,-3.69,0.3587
Sleep Number,https://companiesmarketcap.com/sleep-number,Retail,USA,4500,280000000.0,1880000000.0,-19760000.0,0.03,950000000.0,1390000000.0,970000000.0,-450000000.0,25.6,0.1604
Jumia,https://companiesmarketcap.com/jumia,Retail,Germany,4318,450000000.0,180000000.0,-96440000.0,-1.2727,210000000.0,120000000.0,6730000.0,86880000.0,-2.99,2.62
Deckers Brands,https://companiesmarketcap.com/deckers-brands,Retail,USA,4200,21040000000.0,4110000000.0000005,920000000.0,0.18710000000000002,3340000000.0,1240000000.0,270000000.0,2100000000.0,35.1,5.11
Sligro Food,https://companiesmarketcap.com/sligro-food,Retail,Netherlands,4113,660000000.0,3160000000.0,6630000.0,0.0137,1630000000.0,1120000000.0,530000000.0,500000000.0,18.5,0.2458
OPENLANE Corporate,https://companiesmarketcap.com/kar-auction-services,Retail,USA,3960,1880000000.0,1640000000.0,-150000000.0,0.045599999999999995,4720000000.0,3390000000.0,420000000.0,1320000000.0,-10.5,1.15
Conn's,https://companiesmarketcap.com/conns,Retail,USA,3800,99420000.0,1200000000.0,-180000000.0,-0.049400000000000006,1720000000.0,1330000000.0,1140000000.0,390000000.0,-0.7083,0.082
MINISO Group,https://companiesmarketcap.com/miniso-group,Retail,China,3696,6690000000.0,1760000000.0,370000000.0,0.1827,1900000000.0,700000000.0,130000000.0,1200000000.0,26.9,3.83
Neighbourly Pharmacy,https://companiesmarketcap.com/neighbourly-pharmacy,Retail,Canada,3648,600000000.0,650000000.0,-2290000.0,,840000000.0,390000000.0,260000000.0,440000000.0,-22.3,0.9344
G-III Apparel Group,https://companiesmarketcap.com/g-iii-apparel,Retail,USA,3600,1260000000.0,3090000000.0,240000000.0,-0.042800000000000005,2740000000.0,1240000000.0,700000000.0,1500000000.0,-7.31,0.4091
Dingdong Maicai,https://companiesmarketcap.com/dingdong-maicai,Retail,China,3363,260000000.0,3010000000.0,13350000.0,-0.0281,1120000000.0,1050000000.0,670000000.0,71000000.0,-5.18,0.0948
Scentre Group,https://companiesmarketcap.com/scentre-group,Retail,Australia,3129,10730000000.0,1710000000.0,550000000.0,0.6831999999999999,24320000000.0,12030000000.0,10710000000.0,12290000000.0,18.7,6.18
Buckle,https://companiesmarketcap.com/buckle,Retail,USA,3100,1870000000.0,1260000000.0,280000000.0,0.249,920000000.0,440000000.0,280000000.0,470000000.0,7.83,1.52
ASOS,https://companiesmarketcap.com/asos,Retail,UK,3042,500000000.0,4510000000.0,-380000000.0,,3330000000.0,2230000000.0,1270000000.0,1100000000.0,28.1,0.1507
Sportsman's Warehouse,https://companiesmarketcap.com/sportsman-warehouse,Retail,USA,3000,120000000.0,1280000000.0,-25340000.0,0.0414,980000000.0,700000000.0,530000000.0,270000000.0,28.4,0.0991
Tunas Ridean,https://companiesmarketcap.com/tunas-group,Retail,Indonesia,2977,570000000.0,970000000.0,71000000.0,0.0727,480000000.0,200000000.0,110000000.0,270000000.0,14.0,0.5889
AO World,https://companiesmarketcap.com/ao-world,Retail,UK,2921,760000000.0,1410000000.0,9410000.0,,530000000.0,390000000.0,94130000.0,140000000.0,-13.2,0.3234
Havertys,https://companiesmarketcap.com/havertys,Retail,USA,2831,500000000.0,860000000.0,72710000.0,0.1057,650000000.0,340000000.0,210000000.0,300000000.0,7.71,0.5883
Nykaa,https://companiesmarketcap.com/nykaa,Retail,India,2764,6090000000.0,720000000.0,16430000.0,0.0219,370000000.0,200000000.0,110000000.0,160000000.0,,8.4
Titan Machinery,https://companiesmarketcap.com/titan-machinery,Retail,USA,2700,540000000.0,2480000000.0,150000000.0,0.0507,1640000000.0,1020000000.0,850000000.0,620000000.0,4.6,0.2192
Barnes & Noble Education,https://companiesmarketcap.com/barnes-noble-education,Retail,USA,2650,37960000.0,1540000000.0,-68930000.0,-0.0472,1150000000.0,1050000000.0,530000000.0,97130000.0,-0.3759,0.0246
Dada Nexus,https://companiesmarketcap.com/dada-nexus,Retail,China,2631,500000000.0,1550000000.0,-150000000.0,-0.2157,1210000000.0,260000000.0,2770000.0,950000000.0,-2.8,0.3479
Hagar hf.,https://companiesmarketcap.com/hagar-hf,Retail,Iceland,2613,620000000.0,1240000000.0,41890000.0,,550000000.0,360000000.0,200000000.0,190000000.0,16.6,0.4991
Zumiez,https://companiesmarketcap.com/zumiez,Retail,USA,2600,290000000.0,870000000.0,-64790000.00000001,0.1355,660000000.0,310000000.0,220000000.0,350000000.0,-33.8,0.3369
Shinsegae,https://companiesmarketcap.com/shinsegae,Retail,South Korea,2548,1110000000.0,4830000000.0,340000000.0,0.0667,11400000000.0,6500000000.0,3710000000.0,4900000000.0,3.83,0.2325
Lands' End,https://companiesmarketcap.com/lands-end,Retail,USA,2500,400000000.0,1470000000.0,-140000000.0,-0.009399999999999999,940000000.0,690000000.0,370000000.0,250000000.0,-23.9,0.2761
Shoe Carnival,https://companiesmarketcap.com/shoe-carnival,Retail,USA,2500,880000000.0,1170000000.0,96420000.0,0.1557,1020000000.0,450000000.0,360000000.0,560000000.0,10.2,0.7811
ASR Nederland,https://companiesmarketcap.com/asr-nederland,Insurance,Netherlands,5063,10130000000.0,8760000000.0,1370000000.0,0.1782,70740000000.0,63890000000.0,4670000000.0,6840000000.0,1.51,1.27
Harel Group,https://companiesmarketcap.com/harel-group,Insurance,Israel,4932,1910000000.0,6780000000.0,290000000.0,,37630000000.0,35330000000.0,2490000000.0,2300000000.0,22.0,0.2845
Hanover Insurance Group,https://companiesmarketcap.com/hanover-insurance,Insurance,USA,4600,4610000000.0,5960000000.0,41100000.0,0.0325,14610000000.0,12140000000.0,780000000.0,2460000000.0,-54.1,0.7723
Gjensidige Forsikring,https://companiesmarketcap.com/gjensidige-forsikring,Insurance,Norway,4488,7430000000.0,3680000000.0,520000000.0,0.175,14590000000.0,12200000000.0,420000000.0,2380000000.0,18.2,2.03
Nürnberger Versicherung,https://companiesmarketcap.com/nurnberger-versicherung,Insurance,Germany,4362,810000000.0,2740000000.0,59870000.0,0.012,37440000000.0,36420000000.0,15990000.0,1020000000.0,11.6,0.3355
Mercury General,https://companiesmarketcap.com/mercury-general,Insurance,USA,4300,2810000000.0,4620000000.0,99420000.0,-0.1216,7100000000.0,5550000000.0,580000000.0,1540000000.0,-27.9,0.613
Coface,https://companiesmarketcap.com/coface,Insurance,France,4100,2300000000.0,1550000000.0,340000000.0,0.2339,8189999999.999999,6090000000.0,2810000000.0,2089999999.9999998,7.98,1.49
ZhongAn Insurance,https://companiesmarketcap.com/zhongan-insurance,Insurance,China,3969,2570000000.0,500000000.0,-85280000.0,,6790000000.0,4330000000.0,1010000000.0,2460000000.0,-60.4,1.24
BRP Group,https://companiesmarketcap.com/brp-group,Insurance,USA,3900,1780000000.0,1210000000.0,-43270000.0,-0.005,3500000000.0,2480000000.0,1630000000.0,1010000000.0,-14.5,1.47
Gulf Insurance Group,https://companiesmarketcap.com/gulf-insurance-group,Insurance,Kuwait,3831,1830000000.0,2560000000.0,170000000.0,,3830000000.0,2610000000.0,190000000.0,1210000000.0,,0.7171
Reinsurance Group of America,https://companiesmarketcap.com/rga,Insurance,USA,3800,12120000000.0,18330000000.0,1160000000.0,0.0809,97620000000.0,88450000000.0,4420000000.0,9170000000.0,12.0,0.663
Globe Life,https://companiesmarketcap.com/globe-life,Insurance,USA,3543,5550000000.0,5440000000.0,1290000000.0,0.2139,28050000000.0,23560000000.0,2109999999.9999998,4480000000.0,5.19,0.8488
Hannover Rück,https://companiesmarketcap.com/hannover-rueck,Insurance,Germany,3519,29590000000.0,28430000000.0,2660000000.0,0.0667,68239999999.99999,57160000000.0,5900000000.0,11080000000.0,16.3,1.05
CNO Financial Group,https://companiesmarketcap.com/cno-financial-group,Insurance,USA,3500,2760000000.0,4139999999.9999995,590000000.0,0.1242,35100000000.0,32880000000.000004,4150000000.0000005,2210000000.0,13.0,0.6592
Scor,https://companiesmarketcap.com/scor,Insurance,France,3491,5630000000.0,9910000000.0,650000000.0,-0.0070999999999999995,39220000000.0,34000000000.0,3570000000.0,5220000000.0,,0.5743
Medibank,https://companiesmarketcap.com/medibank,Insurance,Australia,3242,6650000000.0,4960000000.0,480000000.0,0.079,2900000000.0,1520000000.0,,1370000000.0,33.5,1.29
Hiscox,https://companiesmarketcap.com/hiscox,Insurance,Bermuda,3000,5040000000.0,3050000000.0,92800000.0,,10700000000.0,7850000000.0,690000000.0,2840000000.0,19.6,1.5
Jackson Financial,https://companiesmarketcap.com/jackson-financial,Insurance,USA,2975,5000000000.0,3240000000.0,1140000000.0,0.2072,330250000000.0,319920000000.0,4019999999.9999995,10330000000.0,10.8,1.56
Bright Health,https://companiesmarketcap.com/bright-health,Insurance,USA,2840,130000000.0,-1310000000.0,-530000000.0,-0.171,2049999999.9999998,1860000000.0,350000000.0,190000000.0,-0.0975,-0.0999
Waterdrop Inc.,https://companiesmarketcap.com/waterdrop-inc,Insurance,China,2719,480000000.0,370000000.0,31640000.0,0.22579999999999997,830000000.0,190000000.0,9230000.0,640000000.0,10.0,1.3
Oscar Health,https://companiesmarketcap.com/oscar-health,Insurance,USA,2714,3380000000.0,5860000000.0,-250000000.0,-0.12050000000000001,3600000000.0,2790000000.0,290000000.0,800000000.0,-6.8,0.5886
Primerica,https://companiesmarketcap.com/primerica,Insurance,USA,2646,7700000000.0,2810000000.0,770000000.0,0.2365,15020000000.0,12960000000.0,2040000000.0,2060000000.0,17.7,2.76
Selective Insurance,https://companiesmarketcap.com/selective-insurance,Insurance,USA,2520,6150000000.0,4230000000.0000005,450000000.0,0.0898,11800000000.0,8840000000.0,500000000.0,2950000000.0,19.4,1.47
Genworth Financial,https://companiesmarketcap.com/genworth-financial,Insurance,USA,2500,2610000000.0,7370000000.0,340000000.0,0.1515,90810000000.0,82480000000.0,1580000000.0,8330000000.0,6.07,0.3573
GoHealth,https://companiesmarketcap.com/gohealth,Insurance,USA,2467,210000000.0,730000000.0,-81650000.0,-0.5490999999999999,1490000000.0,1040000000.0,540000000.0,450000000.0,-0.686,0.312
AUB Group,https://companiesmarketcap.com/aub-group,Insurance,Australia,2433,2029999999.9999998,480000000.0,120000000.0,0.3918,2570000000.0,1560000000.0,430000000.0,1000000000.0,24.4,4.36
Everest Group,https://companiesmarketcap.com/everest-re,Insurance,Bermuda,2428,15690000000.0,14460000000.0,2150000000.0,0.049,49390000000.0,36190000000.0,3380000000.0,13200000000.0,6.8,1.1
Alm. Brand,https://companiesmarketcap.com/alm-brand,Insurance,Denmark,2294,2620000000.0,2140000000.0000002,120000000.0,0.0264,5260000000.0,3200000000.0,230000000.0,2060000000.0,24.6,1.26
Topdanmark,https://companiesmarketcap.com/topdanmarks,Insurance,Denmark,2100,3670000000.0,1550000000.0,210000000.0,0.19039999999999999,3230000000.0,2530000000.0,300000000.0,690000000.0,11.1,2.39
AXIS Capital,https://companiesmarketcap.com/axis-capital,Insurance,Bermuda,2064,5260000000.0,5580000000.0,460000000.0,0.09519999999999999,30250000000.0,24980000000.0,1520000000.0,5260000000.0,9.85,0.9392
Regional Management,https://companiesmarketcap.com/regional-management,Insurance,USA,1991,240000000.0,480000000.0,20780000.0,0.0891,1790000000.0,1470000000.0,1430000000.0,320000000.0,9.17,0.5122
Beazley,https://companiesmarketcap.com/beazley,Insurance,UK,1965,5370000000.0,3440000000.0,190000000.0,,13660000000.0,9780000000.0,620000000.0,3880000000.0,32.4,1.6
Hagerty,https://companiesmarketcap.com/hagerty,Insurance,USA,1874,2830000000.0,1010000000.0,44770000.0,0.0048,1580000000.0,1170000000.0,180000000.0,410000000.0,65.4,2.82
Horace Mann Educators,https://companiesmarketcap.com/horace-mann-educators,Insurance,USA,1700,1400000000.0,1430000000.0,83000000.0,0.0021,14040000000.0,12870000000.0,540000000.0,1170000000.0,-156.0,0.9794
Brighthouse Financial,https://companiesmarketcap.com/brighthouse-financial,Insurance,USA,1500,3010000000.0,3950000000.0,-1330000000.0,-0.5392,236340000000.0,231330000000.0,3150000000.0,5000000000.0,-2.52,0.7608
Goosehead Insurance,https://companiesmarketcap.com/goosehead-insurance,Insurance,USA,1426,2240000000.0,260000000.0,32950000.000000004,0.0958,350000000.0,330000000.0,140000000.0,16780000.0,130.0,8.59
Radian Group,https://companiesmarketcap.com/radian,Insurance,USA,1400,4580000000.0,1240000000.0,850000000.0,0.7698,7590000000.0,3190000000.0,1530000000.0,4390000000.0,7.73,3.72
Lemonade,https://companiesmarketcap.com/lemonade,Insurance,USA,1367,1170000000.0,420000000.0,-230000000.0,-0.9327,1630000000.0,920000000.0,43100000.0,700000000.0,-4.02,2.75
Tiptree,https://companiesmarketcap.com/tiptree,Insurance,USA,1304,580000000.0,1640000000.0,83050000.0,0.0434,5130000000.0,4560000000.0,430000000.0,570000000.0,76.2,0.3571
Universal Insurance Holdings,https://companiesmarketcap.com/universal-insurance-holdings,Insurance,USA,1223,550000000.0,1390000000.0,94170000.0,,2310000000.0,1970000000.0,110000000.0,340000000.0,8.1,0.3994
Trupanion,https://companiesmarketcap.com/trupanion,Insurance,USA,1187,970000000.0,1100000000.0,-32960000.0,-0.0562,780000000.0,470000000.0,120000000.0,300000000.0,-16.6,0.9279
SiriusPoint,https://companiesmarketcap.com/siriuspoint,Insurance,Bermuda,1109,2100000000.0,2760000000.0,330000000.0,0.0202,12870000000.0,10340000000.0,780000000.0,2530000000.0,31.0,0.7599
United Fire Group,https://companiesmarketcap.com/united-fire-group,Insurance,USA,1091,550000000.0,1090000000.0,-39730000.0,0.0916,3140000000.0,2410000000.0,50000000.0,730000000.0,-19.7,0.5003
ProAssurance,https://companiesmarketcap.com/proassurance,Insurance,USA,1083,670000000.0,1130000000.0,-39150000.0,-0.005600000000000001,5630000000.0,4510000000.0,440000000.0,1110000000.0,78.2,0.6286
RLI Corp.,https://companiesmarketcap.com/rli,Insurance,USA,1001,6270000000.0,1520000000.0,380000000.0,0.45530000000000004,5180000000.0,3760000000.0,100000000.0,1410000000.0,21.9,4.15
Univest,https://companiesmarketcap.com/univest,Insurance,USA,973,550000000.0,290000000.0,88680000.0,0.3185,7780000000.0,6940000000.0,490000000.0,830000000.0,7.03,1.88
American Equity Investment Life Holding,https://companiesmarketcap.com/american-equity-investment-life-holding,Insurance,USA,840,4420000000.0,1570000000.0,290000000.0,0.3236,79910000000.0,76870000000.0,860000000.0,3040000000.0,9.11,2.8
White Mountains Insurance Group,https://companiesmarketcap.com/white-mountains-insurance-group,Insurance,Bermuda,803,4360000000.0,2160000000.0,620000000.0,0.2094,8380000000.000001,3820000000.0,560000000.0,4560000000.0,4.25,2.01
Enstar Group,https://companiesmarketcap.com/enstar-group,Insurance,Bermuda,792,4320000000.0,1150000000.0,950000000.0,-0.8190999999999999,20910000000.0,15260000000.0,1830000000.0,5640000000.0,21.0,3.75
Root Insurance,https://companiesmarketcap.com/root-insurance,Insurance,USA,765,970000000.0,450000000.0,-150000000.0,-0.8565,1340000000.0,1180000000.0,290000000.0,160000000.0,-5.17,2.11
RenaissanceRe,https://companiesmarketcap.com/renaissancere,Insurance,Bermuda,718,11370000000.0,9090000000.0,3110000000.0,0.10369999999999999,49000000000.0,33450000000.000004,1950000000.0,15550000000.0,6.98,1.26
Employers Holdings,https://companiesmarketcap.com/employers-holdings,Insurance,USA,676,1070000000.0000001,850000000.0,150000000.0,0.121,3550000000.0,2530000000.0,5900000.0,1010000000.0,9.6,1.27
James River Group,https://companiesmarketcap.com/james-river-group,Insurance,Bermuda,639,320000000.0,810000000.0,89840000.0,0.057300000000000004,5310000000.0,4630000000.0,320000000.0,670000000.0,9.01,0.3997
Investors Title Company,https://companiesmarketcap.com/investors-title-company,Insurance,USA,626,290000000.0,220000000.0,26230000.0,0.0898,330000000.0,79000000.0,6440000.0,250000000.0,12.5,1.34
EverQuote,https://companiesmarketcap.com/everquote,Insurance,USA,612,680000000.0,280000000.0,-28560000.0,-0.0617,110000000.0,30010000.0,2160000.0,80900000.0,-20.6,2.3
Heritage Insurance,https://companiesmarketcap.com/heritage-insurance,Insurance,USA,612,280000000.0,730000000.0,52000000.0,-0.10769999999999999,2150000000.0,1930000000.0,140000000.0,220000000.0,-20.4,0.4113
Hippo,https://companiesmarketcap.com/hippo,Insurance,USA,590,540000000.0,200000000.0,-270000000.0,-2.7167000000000003,1520000000.0,1140000000.0,14800000.0,380000000.0,-1.45,2.68
Essent Group,https://companiesmarketcap.com/essent-group,Insurance,Bermuda,589,5720000000.0,1120000000.0,820000000.0,0.0,6420000000.0,1320000000.0,420000000.0,5100000000.0,8.6,5.15
HCI Group,https://companiesmarketcap.com/hci-group,Insurance,USA,578,1100000000.0,550000000.0,110000000.0,0.0275,1810000000.0,1380000000.0,200000000.0,420000000.0,-49.2,2.01
Safety Insurance,https://companiesmarketcap.com/safety-insurance,Insurance,USA,538,1150000000.0,920000000.0,24420000.0,0.0424,2089999999.9999998,1280000000.0,49750000.0,800000000.0,36.5,1.24
Hamilton Insurance Group,https://companiesmarketcap.com/hamilton-insurance-group,Insurance,Bermuda,500,1430000000.0,1610000000.0,250000000.0,,6670000000.0,4620000000.0,140000000.0,2040000000.0,,0.88
Enact Holdings,https://companiesmarketcap.com/enact,Insurance,USA,496,4720000000.0,1150000000.0,900000000.0,0.8269,6190000000.0,1550000000.0,740000000.0,4630000000.0,7.41,4.12
General Insurance Corporation of India,https://companiesmarketcap.com/gic,Insurance,India,494,6820000000.0,5510000000.0,950000000.0,0.1805,20900000000.0,15140000000.0,,5750000000.0,7.95,1.26
Kingsway Financial Services,https://companiesmarketcap.com/kingsway-financial-services,Insurance,Canada,471,230000000.0,100000000.0,23650000.0,-0.061,190000000.0,170000000.0,45610000.0,24610000.0,3.55,2.22
Kinsale Capital Group,https://companiesmarketcap.com/kinsale-capital,Insurance,USA,457,10490000000.0,1210000000.0,390000000.0,0.28809999999999997,3770000000.0,2680000000.0,180000000.0,1080000000.0,38.3,8.62
Skyward Specialty Insurance Group,https://companiesmarketcap.com/skyward-specialty-insurance-group,Insurance,USA,448,1430000000.0,890000000.0,120000000.0,0.06860000000000001,2850000000.0,2310000000.0,120000000.0,530000000.0,26.4,1.62
Protector Forsikring,https://companiesmarketcap.com/protector-forsikring,Insurance,Norway,421,1760000000.0,930000000.0,180000000.0,,2049999999.9999998,1600000000.0,190000000.0,440000000.0,12.2,1.86
Vericity,https://companiesmarketcap.com/vericity,Insurance,USA,417,160000000.0,170000000.0,-10860000.0,,790000000.0,690000000.0,46480000.0,99320000.0,-13.5,0.9483
Assured Guaranty,https://companiesmarketcap.com/assured-guaranty,Insurance,Bermuda,411,4410000000.0,1010000000.0,660000000.0,0.373,12530000000.0,6770000000.0,1690000000.0,5760000000.0,15.1,4.35
International General Insurance,https://companiesmarketcap.com/international-general-insurance,Insurance,Jordan,355,620000000.0,470000000.0,120000000.0,0.21760000000000002,1740000000.0,1270000000.0,3070000.0,470000000.0,5.66,1.31
Global Indemnity,https://companiesmarketcap.com/global-indemnity,Insurance,Cayman Islands,355,440000000.0,520000000.0,32970000.0,0.0079,1720000000.0,1080000000.0,12730000.0,640000000.0,12.6,0.8464
AMERISAFE,https://companiesmarketcap.com/amerisafe,Insurance,USA,354,910000000.0,300000000.0,77370000.0,0.22760000000000002,1220000000.0,930000000.0,530000.0,290000000.0,14.2,2.96
Asia Financial Holdings,https://companiesmarketcap.com/asia-financial-holdings,Insurance,Hong Kong,320,400000000.0,200000000.0,29480000.0,0.1471,1870000000.0,470000000.0,750000.0,1400000000.0,16.6,2.13
